Date,INDU,SPX,AS30,UKX,ASX
5/5/1944,138.75,12.08,67.6,NA,NA
5/8/1944,138.65,12.09,67.6,NA,NA
5/9/1944,138.65,12.08,67.6,NA,NA
5/10/1944,138.76,12.08,67.6,NA,NA
5/11/1944,138.93,12.09,67.6,NA,NA
5/12/1944,138.51,12,67.6,NA,NA
5/15/1944,138.6,11.99,67.6,NA,NA
5/16/1944,138.41,12,67.6,NA,NA
5/17/1944,138.99,12.08,67.6,NA,NA
5/18/1944,139.2,12.1,67.6,NA,NA
5/19/1944,139.34,12.12,67.6,NA,NA
5/22/1944,139.43,12.13,67.6,NA,NA
5/23/1944,139.87,12.17,67.6,NA,NA
5/24/1944,140.48,12.22,67.6,NA,NA
5/25/1944,140.38,12.2,67.6,NA,NA
5/26/1944,141.03,12.22,67.6,NA,NA
5/29/1944,141.53,12.27,67.6,NA,NA
5/30/1944,141.53,12.27,67.6,NA,NA
5/31/1944,142.24,12.35,68,NA,NA
6/1/1944,142.14,12.31,68,NA,NA
6/2/1944,142.07,12.3,68,NA,NA
6/5/1944,141.62,12.23,68,NA,NA
6/6/1944,142.21,12.31,68,NA,NA
6/7/1944,142.12,12.3,68,NA,NA
6/8/1944,141.93,12.25,68,NA,NA
6/9/1944,142.06,12.27,68,NA,NA
6/12/1944,144.08,12.55,68,NA,NA
6/13/1944,145.05,12.64,68,NA,NA
6/14/1944,145.03,12.66,68,NA,NA
6/15/1944,145.86,12.73,68,NA,NA
6/16/1944,146.96,12.82,68,NA,NA
6/19/1944,148.42,12.95,68,NA,NA
6/20/1944,148.63,12.97,68,NA,NA
6/21/1944,147.9,12.94,68,NA,NA
6/22/1944,147.65,12.92,68,NA,NA
6/23/1944,147.5,12.9,68,NA,NA
6/26/1944,148.12,12.98,68,NA,NA
6/27/1944,148.48,13.02,68,NA,NA
6/28/1944,147.93,12.95,68,NA,NA
6/29/1944,148.07,12.94,68,NA,NA
6/30/1944,148.38,12.98,68.1,NA,NA
7/3/1944,149.32,13.11,68.1,NA,NA
7/4/1944,149.32,13.11,68.1,NA,NA
7/5/1944,149.66,13.18,68.1,NA,NA
7/6/1944,149.07,13.13,68.1,NA,NA
7/7/1944,149.36,13.16,68.1,NA,NA
7/10/1944,150.5,13.27,68.1,NA,NA
7/11/1944,150.18,13.25,68.1,NA,NA
7/12/1944,150.42,13.27,68.1,NA,NA
7/13/1944,150.08,13.22,68.1,NA,NA
7/14/1944,150.34,13.23,68.1,NA,NA
7/17/1944,149.28,13.1,68.1,NA,NA
7/18/1944,148.1,12.98,68.1,NA,NA
7/19/1944,149.01,13.07,68.1,NA,NA
7/20/1944,148.27,12.96,68.1,NA,NA
7/21/1944,146.77,12.78,68.1,NA,NA
7/24/1944,145.77,12.7,68.1,NA,NA
7/25/1944,146.74,12.8,68.1,NA,NA
7/26/1944,146.64,12.77,68.1,NA,NA
7/27/1944,146.74,12.77,68.1,NA,NA
7/28/1944,146.14,12.7,68.1,NA,NA
7/31/1944,146.11,12.71,67.9,NA,NA
8/1/1944,146.39,12.78,67.9,NA,NA
8/2/1944,146.77,12.81,67.9,NA,NA
8/3/1944,146.29,12.73,67.9,NA,NA
8/4/1944,145.3,12.61,67.9,NA,NA
8/7/1944,145.32,12.67,67.9,NA,NA
8/8/1944,144.97,12.62,67.9,NA,NA
8/9/1944,144.9,12.68,67.9,NA,NA
8/10/1944,145.65,12.78,67.9,NA,NA
8/11/1944,146.27,12.83,67.9,NA,NA
8/14/1944,146.77,12.85,67.9,NA,NA
8/15/1944,146.45,12.84,67.9,NA,NA
8/16/1944,147.3,12.9,67.9,NA,NA
8/17/1944,148.46,12.98,67.9,NA,NA
8/18/1944,148.96,13.04,67.9,NA,NA
8/21/1944,148.52,12.98,67.9,NA,NA
8/22/1944,147.81,12.89,67.9,NA,NA
8/23/1944,147.87,12.91,67.9,NA,NA
8/24/1944,147.11,12.83,67.9,NA,NA
8/25/1944,147.02,12.8,67.9,NA,NA
8/28/1944,146.87,12.8,67.9,NA,NA
8/29/1944,147.12,12.84,67.9,NA,NA
8/30/1944,147.28,12.87,67.9,NA,NA
8/31/1944,146.99,12.82,68.2,NA,NA
9/1/1944,147.16,12.86,68.2,NA,NA
9/4/1944,147.16,12.86,68.2,NA,NA
9/5/1944,146.56,12.78,68.2,NA,NA
9/6/1944,144.42,12.47,68.2,NA,NA
9/7/1944,143.58,12.43,68.2,NA,NA
9/8/1944,143.51,12.41,68.2,NA,NA
9/11/1944,144.3,12.48,68.2,NA,NA
9/12/1944,144.88,12.54,68.2,NA,NA
9/13/1944,143.94,12.42,68.2,NA,NA
9/14/1944,142.96,12.35,68.2,NA,NA
9/15/1944,144.08,12.45,68.2,NA,NA
9/18/1944,144.75,12.53,68.2,NA,NA
9/19/1944,145.62,12.64,68.2,NA,NA
9/20/1944,145.85,12.66,68.2,NA,NA
9/21/1944,145.43,12.62,68.2,NA,NA
9/22/1944,145.6,12.65,68.2,NA,NA
9/25/1944,146.77,12.76,68.2,NA,NA
9/26/1944,146.52,12.73,68.2,NA,NA
9/27/1944,146.28,12.73,68.2,NA,NA
9/28/1944,146.11,12.69,68.2,NA,NA
9/29/1944,146.31,12.74,68.6,NA,NA
10/2/1944,146.92,12.8,68.6,NA,NA
10/3/1944,146.91,12.8,68.6,NA,NA
10/4/1944,147.89,12.87,68.6,NA,NA
10/5/1944,148.62,12.95,68.6,NA,NA
10/6/1944,148.84,12.97,68.6,NA,NA
10/9/1944,148.06,12.89,68.6,NA,NA
10/10/1944,148.25,12.93,68.6,NA,NA
10/11/1944,148.79,13.01,68.6,NA,NA
10/12/1944,148.79,13.01,68.6,NA,NA
10/13/1944,148.7,13.02,68.6,NA,NA
10/16/1944,148.09,12.95,68.6,NA,NA
10/17/1944,148.39,13,68.6,NA,NA
10/18/1944,148.87,13.07,68.6,NA,NA
10/19/1944,148.55,13.04,68.6,NA,NA
10/20/1944,148.21,13.02,68.6,NA,NA
10/23/1944,146.58,12.8,68.6,NA,NA
10/24/1944,146.58,12.83,68.6,NA,NA
10/25/1944,146.37,12.83,68.6,NA,NA
10/26/1944,145.83,12.73,68.6,NA,NA
10/27/1944,146.29,12.75,68.6,NA,NA
10/30/1944,146.28,12.76,68.6,NA,NA
10/31/1944,146.53,12.78,69.7,NA,NA
11/1/1944,146.73,12.83,69.7,NA,NA
11/2/1944,147.53,12.9,69.7,NA,NA
11/3/1944,147.16,12.89,69.7,NA,NA
11/6/1944,147.92,12.96,69.7,NA,NA
11/7/1944,147.92,12.96,69.7,NA,NA
11/8/1944,147.52,12.94,69.7,NA,NA
11/9/1944,147.75,12.97,69.7,NA,NA
11/10/1944,148.08,12.98,69.7,NA,NA
11/13/1944,146.97,12.87,69.7,NA,NA
11/14/1944,145.6,12.71,69.7,NA,NA
11/15/1944,145.64,12.68,69.7,NA,NA
11/16/1944,145.67,12.69,69.7,NA,NA
11/17/1944,145.77,12.67,69.7,NA,NA
11/20/1944,146.33,12.72,69.7,NA,NA
11/21/1944,147.03,12.81,69.7,NA,NA
11/22/1944,146.92,12.82,69.7,NA,NA
11/23/1944,146.92,12.82,69.7,NA,NA
11/24/1944,146.4,12.75,69.7,NA,NA
11/27/1944,146.92,12.79,69.7,NA,NA
11/28/1944,147.14,12.78,69.7,NA,NA
11/29/1944,147.81,12.85,69.7,NA,NA
11/30/1944,147.33,12.83,69.8,NA,NA
12/1/1944,147.3,12.8,69.8,NA,NA
12/4/1944,148.22,12.91,69.8,NA,NA
12/5/1944,148.58,12.96,69.8,NA,NA
12/6/1944,148.77,12.96,69.8,NA,NA
12/7/1944,149.23,12.99,69.8,NA,NA
12/8/1944,150.48,13.09,69.8,NA,NA
12/11/1944,151.62,13.17,69.8,NA,NA
12/12/1944,151.2,13.14,69.8,NA,NA
12/13/1944,150.64,13.1,69.8,NA,NA
12/14/1944,150.8,13.14,69.8,NA,NA
12/15/1944,152.28,13.27,69.8,NA,NA
12/18/1944,151.53,13.19,69.8,NA,NA
12/19/1944,151.62,13.23,69.8,NA,NA
12/20/1944,150.59,13.14,69.8,NA,NA
12/21/1944,150.28,13.11,69.8,NA,NA
12/22/1944,150.43,13.12,69.8,NA,NA
12/25/1944,150.43,13.12,69.8,NA,NA
12/26/1944,149.66,13.03,69.8,NA,NA
12/27/1944,148.71,12.97,69.8,NA,NA
12/28/1944,150.47,13.1,69.8,NA,NA
12/29/1944,151.93,13.28,69.6,NA,NA
1/1/1945,151.93,13.28,69.6,NA,NA
1/2/1945,152.58,13.33,69.6,NA,NA
1/3/1945,154.31,13.47,69.6,NA,NA
1/4/1945,154.42,13.49,69.6,NA,NA
1/5/1945,154,13.46,69.6,NA,NA
1/8/1945,154.85,13.58,69.6,NA,NA
1/9/1945,155.01,13.59,69.6,NA,NA
1/10/1945,155.67,13.69,69.6,NA,NA
1/11/1945,155.85,13.68,69.6,NA,NA
1/12/1945,155.42,13.64,69.6,NA,NA
1/15/1945,154.76,13.55,69.6,NA,NA
1/16/1945,154.6,13.54,69.6,NA,NA
1/17/1945,155.33,13.63,69.6,NA,NA
1/18/1945,154.61,13.57,69.6,NA,NA
1/19/1945,153.84,13.44,69.6,NA,NA
1/22/1945,152.03,13.3,69.6,NA,NA
1/23/1945,151.36,13.21,69.6,NA,NA
1/24/1945,151.35,13.25,69.6,NA,NA
1/25/1945,152.26,13.33,69.6,NA,NA
1/26/1945,153.3,13.46,69.6,NA,NA
1/29/1945,154.06,13.54,69.6,NA,NA
1/30/1945,153.45,13.46,69.6,NA,NA
1/31/1945,153.67,13.47,69.8,NA,NA
2/1/1945,153.79,13.5,69.8,NA,NA
2/2/1945,154.45,13.6,69.8,NA,NA
2/5/1945,155.35,13.7,69.8,NA,NA
2/6/1945,155.5,13.73,69.8,NA,NA
2/7/1945,155.71,13.76,69.8,NA,NA
2/8/1945,155.54,13.76,69.8,NA,NA
2/9/1945,154.75,13.68,69.8,NA,NA
2/12/1945,154.75,13.68,69.8,NA,NA
2/13/1945,156.34,13.9,69.8,NA,NA
2/14/1945,157.08,13.97,69.8,NA,NA
2/15/1945,158.24,14.07,69.8,NA,NA
2/16/1945,158.23,14.05,69.8,NA,NA
2/19/1945,159.01,14.16,69.8,NA,NA
2/20/1945,159.57,14.21,69.8,NA,NA
2/21/1945,159.66,14.19,69.8,NA,NA
2/22/1945,159.66,14.19,69.8,NA,NA
2/23/1945,158.99,14.16,69.8,NA,NA
2/26/1945,158.41,14.09,69.8,NA,NA
2/27/1945,159.3,14.2,69.8,NA,NA
2/28/1945,160.4,14.3,70.8,NA,NA
3/1/1945,160.72,14.32,70.8,NA,NA
3/2/1945,159.95,14.23,70.8,NA,NA
3/5/1945,160.68,14.3,70.8,NA,NA
3/6/1945,161.5,14.37,70.8,NA,NA
3/7/1945,161.52,14.38,70.8,NA,NA
3/8/1945,158.86,14.12,70.8,NA,NA
3/9/1945,156.34,13.82,70.8,NA,NA
3/12/1945,157.88,13.99,70.8,NA,NA
3/13/1945,157.59,13.99,70.8,NA,NA
3/14/1945,157.83,14.01,70.8,NA,NA
3/15/1945,158.53,14.07,70.8,NA,NA
3/16/1945,158.92,14.09,70.8,NA,NA
3/19/1945,157.89,14.01,70.8,NA,NA
3/20/1945,156.37,13.82,70.8,NA,NA
3/21/1945,155.3,13.69,70.8,NA,NA
3/22/1945,155.07,13.68,70.8,NA,NA
3/23/1945,155.45,13.74,70.8,NA,NA
3/26/1945,152.27,13.39,70.8,NA,NA
3/27/1945,152.78,13.47,70.8,NA,NA
3/28/1945,153.79,13.58,70.8,NA,NA
3/29/1945,154.06,13.61,70.8,NA,NA
3/30/1945,154.41,13.61,70.9,NA,NA
4/2/1945,155.86,13.77,70.9,NA,NA
4/3/1945,156.2,13.79,70.9,NA,NA
4/4/1945,155.96,13.77,70.9,NA,NA
4/5/1945,154.99,13.67,70.9,NA,NA
4/6/1945,155.85,13.77,70.9,NA,NA
4/9/1945,156.1,13.81,70.9,NA,NA
4/10/1945,156.51,13.86,70.9,NA,NA
4/11/1945,158.06,14.06,70.9,NA,NA
4/12/1945,158.48,14.05,70.9,NA,NA
4/13/1945,159.75,14.2,70.9,NA,NA
4/16/1945,162.43,14.49,70.9,NA,NA
4/17/1945,162.6,14.51,70.9,NA,NA
4/18/1945,163.83,14.65,70.9,NA,NA
4/19/1945,163.18,14.51,70.9,NA,NA
4/20/1945,162.83,14.49,70.9,NA,NA
4/23/1945,163.58,14.63,70.9,NA,NA
4/24/1945,164.31,14.7,70.9,NA,NA
4/25/1945,163.91,14.67,70.9,NA,NA
4/26/1945,163.22,14.64,70.9,NA,NA
4/27/1945,163.94,14.7,70.9,NA,NA
4/30/1945,165.44,14.84,71.2,NA,NA
5/1/1945,165.09,14.79,71.2,NA,NA
5/2/1945,165.03,14.77,71.2,NA,NA
5/3/1945,165.84,14.87,71.2,NA,NA
5/4/1945,166.27,14.92,71.2,NA,NA
5/7/1945,166.53,14.93,71.2,NA,NA
5/8/1945,166.42,14.96,71.2,NA,NA
5/9/1945,165.24,14.81,71.2,NA,NA
5/10/1945,163.09,14.62,71.2,NA,NA
5/11/1945,163.21,14.62,71.2,NA,NA
5/14/1945,163.45,14.63,71.2,NA,NA
5/15/1945,164,14.68,71.2,NA,NA
5/16/1945,164.5,14.69,71.2,NA,NA
5/17/1945,165.2,14.77,71.2,NA,NA
5/18/1945,166.17,14.87,71.2,NA,NA
5/21/1945,165.99,14.82,71.2,NA,NA
5/22/1945,165.91,14.81,71.2,NA,NA
5/23/1945,164.5,14.7,71.2,NA,NA
5/24/1945,164.41,14.7,71.2,NA,NA
5/25/1945,165.12,14.79,71.2,NA,NA
5/28/1945,168.21,15.03,71.2,NA,NA
5/29/1945,169.08,15.11,71.2,NA,NA
5/30/1945,169.08,15.11,71.2,NA,NA
5/31/1945,168.3,15.01,71,NA,NA
6/1/1945,168.08,15.03,71,NA,NA
6/4/1945,168.08,15.05,71,NA,NA
6/5/1945,168.13,15.03,71,NA,NA
6/6/1945,167.29,14.96,71,NA,NA
6/7/1945,167.16,14.97,71,NA,NA
6/8/1945,166.83,14.93,71,NA,NA
6/11/1945,166.25,14.89,71,NA,NA
6/12/1945,166.39,14.92,71,NA,NA
6/13/1945,166.75,14.99,71,NA,NA
6/14/1945,167.08,15.05,71,NA,NA
6/15/1945,167.64,15.1,71,NA,NA
6/18/1945,166.94,15.09,71,NA,NA
6/19/1945,167.23,15.11,71,NA,NA
6/20/1945,167.74,15.18,71,NA,NA
6/21/1945,168.14,15.26,71,NA,NA
6/22/1945,167.9,15.28,71,NA,NA
6/25/1945,168.59,15.35,71,NA,NA
6/26/1945,168.92,15.37,71,NA,NA
6/27/1945,168.78,15.35,71,NA,NA
6/28/1945,166.22,15.04,71,NA,NA
6/29/1945,164.57,14.87,71,NA,NA
7/2/1945,165.91,15.03,71,NA,NA
7/3/1945,165.73,15.03,71,NA,NA
7/4/1945,165.73,15.03,71,NA,NA
7/5/1945,164.26,14.86,71,NA,NA
7/6/1945,164.67,14.91,71,NA,NA
7/9/1945,166.55,15.04,71,NA,NA
7/10/1945,167.09,15.1,71,NA,NA
7/11/1945,166.59,15.05,71,NA,NA
7/12/1945,166.85,15.09,71,NA,NA
7/13/1945,166.67,15.05,71,NA,NA
7/16/1945,165.82,14.94,71,NA,NA
7/17/1945,162.43,14.61,71,NA,NA
7/18/1945,161.69,14.56,71,NA,NA
7/19/1945,162.81,14.66,71,NA,NA
7/20/1945,162.5,14.66,71,NA,NA
7/23/1945,161.65,14.51,71,NA,NA
7/24/1945,161.73,14.54,71,NA,NA
7/25/1945,163.44,14.68,71,NA,NA
7/26/1945,160.91,14.38,71,NA,NA
7/27/1945,160.92,14.45,71,NA,NA
7/30/1945,162.09,14.6,71,NA,NA
7/31/1945,162.88,14.66,70.8,NA,NA
8/1/1945,162.72,14.68,70.8,NA,NA
8/2/1945,162.49,14.62,70.8,NA,NA
8/3/1945,163.06,14.68,70.8,NA,NA
8/6/1945,163.19,14.72,70.8,NA,NA
8/7/1945,161.55,14.52,70.8,NA,NA
8/8/1945,161.83,14.55,70.8,NA,NA
8/9/1945,164.55,14.79,70.8,NA,NA
8/10/1945,165.14,14.78,70.8,NA,NA
8/13/1945,164.11,14.61,70.8,NA,NA
8/14/1945,164.79,14.7,70.8,NA,NA
8/15/1945,164.79,14.7,70.8,NA,NA
8/16/1945,164.79,14.7,70.8,NA,NA
8/17/1945,164.38,14.62,70.8,NA,NA
8/20/1945,163.11,14.4,70.8,NA,NA
8/21/1945,163.38,14.46,70.8,NA,NA
8/22/1945,164.54,14.56,70.8,NA,NA
8/23/1945,167.64,14.85,70.8,NA,NA
8/24/1945,169.89,15.05,70.8,NA,NA
8/27/1945,171.96,15.27,70.8,NA,NA
8/28/1945,172.32,15.32,70.8,NA,NA
8/29/1945,172.09,15.3,70.8,NA,NA
8/30/1945,172.37,15.35,70.8,NA,NA
8/31/1945,174.29,15.51,70.9,NA,NA
9/3/1945,174.29,15.51,70.9,NA,NA
9/4/1945,173.9,15.51,70.9,NA,NA
9/5/1945,174.24,15.53,70.9,NA,NA
9/6/1945,175.96,15.74,70.9,NA,NA
9/7/1945,176.61,15.73,70.9,NA,NA
9/10/1945,177.03,15.78,70.9,NA,NA
9/11/1945,177.77,15.88,70.9,NA,NA
9/12/1945,178.99,15.95,70.9,NA,NA
9/13/1945,178.59,15.95,70.9,NA,NA
9/14/1945,177.74,15.86,70.9,NA,NA
9/17/1945,174.75,15.51,70.9,NA,NA
9/18/1945,177.58,15.82,70.9,NA,NA
9/19/1945,179.51,15.97,70.9,NA,NA
9/20/1945,180.22,16.03,70.9,NA,NA
9/21/1945,179.69,15.95,70.9,NA,NA
9/24/1945,179.51,15.91,70.9,NA,NA
9/25/1945,179.42,15.93,70.9,NA,NA
9/26/1945,178.95,15.92,70.9,NA,NA
9/27/1945,178.57,15.86,70.9,NA,NA
9/28/1945,180.11,16.05,70.8,NA,NA
10/1/1945,183.37,16.33,70.8,NA,NA
10/2/1945,183.85,16.33,70.8,NA,NA
10/3/1945,183.33,16.3,70.8,NA,NA
10/4/1945,183.06,16.3,70.8,NA,NA
10/5/1945,183.94,16.38,70.8,NA,NA
10/8/1945,185.46,16.5,70.8,NA,NA
10/9/1945,185.43,16.54,70.8,NA,NA
10/10/1945,186.05,16.6,70.8,NA,NA
10/11/1945,185.72,16.58,70.8,NA,NA
10/12/1945,185.72,16.58,70.8,NA,NA
10/15/1945,185.51,16.59,70.8,NA,NA
10/16/1945,185.49,16.59,70.8,NA,NA
10/17/1945,186.1,16.66,70.8,NA,NA
10/18/1945,186.78,16.72,70.8,NA,NA
10/19/1945,185.34,16.59,70.8,NA,NA
10/22/1945,187.06,16.71,70.8,NA,NA
10/23/1945,186.15,16.58,70.8,NA,NA
10/24/1945,183.72,16.33,70.8,NA,NA
10/25/1945,184.54,16.41,70.8,NA,NA
10/26/1945,185.39,16.49,70.8,NA,NA
10/29/1945,184.24,16.36,70.8,NA,NA
10/30/1945,184.16,16.38,70.8,NA,NA
10/31/1945,186.6,16.65,74.2,NA,NA
11/1/1945,188.84,16.87,74.2,NA,NA
11/2/1945,188.62,16.86,74.2,NA,NA
11/5/1945,189.5,16.94,74.2,NA,NA
11/6/1945,189.5,16.94,74.2,NA,NA
11/7/1945,192.04,17.14,74.2,NA,NA
11/8/1945,191.72,17.08,74.2,NA,NA
11/9/1945,191.46,17.1,74.2,NA,NA
11/12/1945,191.46,17.1,74.2,NA,NA
11/13/1945,190.56,17.04,74.2,NA,NA
11/14/1945,189.77,16.95,74.2,NA,NA
11/15/1945,191.13,17.08,74.2,NA,NA
11/16/1945,192.13,17.21,74.2,NA,NA
11/19/1945,191.51,17.19,74.2,NA,NA
11/20/1945,192.12,17.27,74.2,NA,NA
11/21/1945,189.54,17.02,74.2,NA,NA
11/22/1945,189.54,17.02,74.2,NA,NA
11/23/1945,187.82,16.85,74.2,NA,NA
11/26/1945,188.16,16.94,74.2,NA,NA
11/27/1945,190.45,17.15,74.2,NA,NA
11/28/1945,189.99,17.06,74.2,NA,NA
11/29/1945,189.58,17.03,74.2,NA,NA
11/30/1945,191.46,17.19,76.3,NA,NA
12/3/1945,193.65,17.44,76.3,NA,NA
12/4/1945,193.06,17.42,76.3,NA,NA
12/5/1945,193.08,17.41,76.3,NA,NA
12/6/1945,193.84,17.5,76.3,NA,NA
12/7/1945,194.08,17.54,76.3,NA,NA
12/10/1945,195.64,17.68,76.3,NA,NA
12/11/1945,195.82,17.64,76.3,NA,NA
12/12/1945,193.96,17.37,76.3,NA,NA
12/13/1945,193.52,17.29,76.3,NA,NA
12/14/1945,193.34,17.31,76.3,NA,NA
12/17/1945,190.37,16.94,76.3,NA,NA
12/18/1945,190.98,17.1,76.3,NA,NA
12/19/1945,190.62,17.1,76.3,NA,NA
12/20/1945,189.36,16.99,76.3,NA,NA
12/21/1945,189.07,16.98,76.3,NA,NA
12/24/1945,189.07,16.98,76.3,NA,NA
12/25/1945,189.07,16.98,76.3,NA,NA
12/26/1945,192.76,17.41,76.3,NA,NA
12/27/1945,192.31,17.28,76.3,NA,NA
12/28/1945,192.43,17.31,76.3,NA,NA
12/31/1945,192.91,17.36,76.3,NA,NA
1/1/1946,192.91,17.36,76.3,NA,NA
1/2/1946,191.66,17.25,76.3,NA,NA
1/3/1946,191.25,17.27,76.3,NA,NA
1/4/1946,190.9,17.23,76.3,NA,NA
1/7/1946,191.77,17.31,76.3,NA,NA
1/8/1946,194.65,17.69,76.3,NA,NA
1/9/1946,197.33,17.95,76.3,NA,NA
1/10/1946,199.16,18.07,76.3,NA,NA
1/11/1946,200.04,18.13,76.3,NA,NA
1/14/1946,201.93,18.33,76.3,NA,NA
1/15/1946,202.97,18.36,76.3,NA,NA
1/16/1946,203.81,18.38,76.3,NA,NA
1/17/1946,203.49,18.34,76.3,NA,NA
1/18/1946,202.18,18.3,76.3,NA,NA
1/21/1946,196.63,17.74,76.3,NA,NA
1/22/1946,197.35,17.86,76.3,NA,NA
1/23/1946,198.84,18.07,76.3,NA,NA
1/24/1946,200.04,18.12,76.3,NA,NA
1/25/1946,199.5,18.09,76.3,NA,NA
1/28/1946,204.62,18.62,76.3,NA,NA
1/29/1946,205.35,18.67,76.3,NA,NA
1/30/1946,204.84,18.56,76.3,NA,NA
1/31/1946,204.67,18.57,76.3,NA,NA
2/1/1946,205.79,18.64,76.3,NA,NA
2/4/1946,205.84,18.62,76.3,NA,NA
2/5/1946,206.61,18.7,76.3,NA,NA
2/6/1946,205.48,18.57,76.3,NA,NA
2/7/1946,205.09,18.57,76.3,NA,NA
2/8/1946,204.38,18.55,76.3,NA,NA
2/11/1946,201.14,18.24,76.3,NA,NA
2/12/1946,201.14,18.24,76.3,NA,NA
2/13/1946,198.74,17.98,76.3,NA,NA
2/14/1946,199.75,18.09,76.3,NA,NA
2/15/1946,203.09,18.44,76.3,NA,NA
2/18/1946,201.63,18.38,76.3,NA,NA
2/19/1946,196.13,17.7,76.3,NA,NA
2/20/1946,192.38,17.37,76.3,NA,NA
2/21/1946,195.62,17.72,76.3,NA,NA
2/22/1946,195.62,17.72,76.3,NA,NA
2/25/1946,187.23,16.91,76.3,NA,NA
2/26/1946,186.02,16.81,76.3,NA,NA
2/27/1946,189.06,17.15,76.3,NA,NA
2/28/1946,190.09,17.28,77,NA,NA
3/1/1946,189.42,17.21,77,NA,NA
3/4/1946,188.46,17.09,77,NA,NA
3/5/1946,190.49,17.27,77,NA,NA
3/6/1946,190.28,17.19,77,NA,NA
3/7/1946,191.46,17.34,77,NA,NA
3/8/1946,193.7,17.49,77,NA,NA
3/11/1946,192.89,17.38,77,NA,NA
3/12/1946,193.52,17.42,77,NA,NA
3/13/1946,190.36,17.15,77,NA,NA
3/14/1946,189.98,17.09,77,NA,NA
3/15/1946,191.66,17.28,77,NA,NA
3/18/1946,195.33,17.57,77,NA,NA
3/19/1946,194.09,17.45,77,NA,NA
3/20/1946,195.53,17.58,77,NA,NA
3/21/1946,196.7,17.7,77,NA,NA
3/22/1946,197.19,17.7,77,NA,NA
3/25/1946,200.55,18.07,77,NA,NA
3/26/1946,200.56,18.06,77,NA,NA
3/27/1946,198.73,17.95,77,NA,NA
3/28/1946,198.18,17.93,77,NA,NA
3/29/1946,199.56,18.04,78,NA,NA
4/1/1946,199.19,18.06,78,NA,NA
4/2/1946,199.83,18.07,78,NA,NA
4/3/1946,203.12,18.38,78,NA,NA
4/4/1946,204.77,18.58,78,NA,NA
4/5/1946,204.04,18.54,78,NA,NA
4/8/1946,205.43,18.62,78,NA,NA
4/9/1946,208.03,18.88,78,NA,NA
4/10/1946,208.02,18.81,78,NA,NA
4/11/1946,206.93,18.77,78,NA,NA
4/12/1946,206.96,18.77,78,NA,NA
4/15/1946,206.01,18.62,78,NA,NA
4/16/1946,207.97,18.87,78,NA,NA
4/17/1946,207.93,18.84,78,NA,NA
4/18/1946,208.31,18.9,78,NA,NA
4/19/1946,208.31,18.9,78,NA,NA
4/22/1946,207.99,18.88,78,NA,NA
4/23/1946,207.31,18.84,78,NA,NA
4/24/1946,206.13,18.65,78,NA,NA
4/25/1946,204.6,18.54,78,NA,NA
4/26/1946,204.59,18.58,78,NA,NA
4/29/1946,206.09,18.72,78,NA,NA
4/30/1946,206.77,18.76,80.5,NA,NA
5/1/1946,205.67,18.71,80.5,NA,NA
5/2/1946,204.98,18.62,80.5,NA,NA
5/3/1946,203.25,18.46,80.5,NA,NA
5/6/1946,200.65,18.26,80.5,NA,NA
5/7/1946,203.51,18.51,80.5,NA,NA
5/8/1946,204.17,18.47,80.5,NA,NA
5/9/1946,204.07,18.44,80.5,NA,NA
5/10/1946,207.1,18.74,80.5,NA,NA
5/13/1946,207.34,18.79,80.5,NA,NA
5/14/1946,206.69,18.67,80.5,NA,NA
5/15/1946,205.07,18.53,80.5,NA,NA
5/16/1946,206.17,18.64,80.5,NA,NA
5/17/1946,206.56,18.6,80.5,NA,NA
5/20/1946,207.13,18.64,80.5,NA,NA
5/21/1946,207.25,18.68,80.5,NA,NA
5/22/1946,208,18.8,80.5,NA,NA
5/23/1946,208.05,18.78,80.5,NA,NA
5/24/1946,207.69,18.78,80.5,NA,NA
5/27/1946,209.42,18.92,80.5,NA,NA
5/28/1946,211.7,19.2,80.5,NA,NA
5/29/1946,212.5,19.25,80.5,NA,NA
5/30/1946,212.5,19.25,80.5,NA,NA
5/31/1946,212.28,19.18,81.5,NA,NA
6/3/1946,211.47,19.05,81.5,NA,NA
6/4/1946,210.03,18.93,81.5,NA,NA
6/5/1946,209.78,18.82,81.5,NA,NA
6/6/1946,209.5,18.81,81.5,NA,NA
6/7/1946,209.96,18.82,81.5,NA,NA
6/10/1946,210.68,18.85,81.5,NA,NA
6/11/1946,209.05,18.65,81.5,NA,NA
6/12/1946,208.96,18.69,81.5,NA,NA
6/13/1946,210.56,18.8,81.5,NA,NA
6/14/1946,210.36,18.79,81.5,NA,NA
6/17/1946,210.13,18.81,81.5,NA,NA
6/18/1946,207.71,18.55,81.5,NA,NA
6/19/1946,205.74,18.44,81.5,NA,NA
6/20/1946,200.52,18.03,81.5,NA,NA
6/21/1946,203.09,18.23,81.5,NA,NA
6/24/1946,203.56,18.27,81.5,NA,NA
6/25/1946,202.54,18.14,81.5,NA,NA
6/26/1946,202.1,18.11,81.5,NA,NA
6/27/1946,205.03,18.39,81.5,NA,NA
6/28/1946,205.62,18.43,81.3,NA,NA
7/1/1946,206.47,18.54,81.3,NA,NA
7/2/1946,206.64,18.53,81.3,NA,NA
7/3/1946,207.06,18.49,81.3,NA,NA
7/4/1946,207.06,18.49,81.3,NA,NA
7/5/1946,206.72,18.43,81.3,NA,NA
7/8/1946,206.62,18.36,81.3,NA,NA
7/9/1946,207.43,18.46,81.3,NA,NA
