Date,IBM,Exxon
11/18/1987,29.625,10.375
11/19/1987,29.0313,9.8438
11/20/1987,29.4375,10.0625
11/23/1987,29.375,9.9688
11/24/1987,29.625,10.125
11/25/1987,29.3438,9.7813
11/26/1987,29.3438,9.7813
11/27/1987,28.625,9.7813
11/30/1987,27.8125,9.125
12/1/1987,27.75,9.25
12/2/1987,27.9688,9.4375
12/3/1987,26.6875,9
12/4/1987,26.875,9.0938
12/7/1987,27.375,9.4063
12/8/1987,27.875,9.9688
12/9/1987,28.4688,9.875
12/10/1987,27.7188,9.5
12/11/1987,27.5313,9.8438
12/14/1987,28.7813,9.9688
12/15/1987,29,9.8125
12/16/1987,29.75,10.0313
12/17/1987,28.75,9.7188
12/18/1987,29.2813,10
12/21/1987,29.5,9.8438
12/22/1987,29.5,9.9688
12/23/1987,29.875,10.0938
12/24/1987,29.9688,10.0938
12/25/1987,29.9688,10.0938
12/28/1987,28.9063,9.6563
12/29/1987,29,9.5625
12/30/1987,29.2188,9.7188
12/31/1987,28.9063,9.5625
1/1/1988,28.9063,9.5625
1/4/1988,30.1875,10.0938
1/5/1988,30.4688,10.1875
1/6/1988,30.7188,10.125
1/7/1988,30.875,10.3125
1/8/1988,28.75,9.5
1/11/1988,29.4688,9.75
1/12/1988,28.8438,9.8438
1/13/1988,28.9375,9.75
1/14/1988,28.9375,9.6875
1/15/1988,29.6563,10.2188
1/18/1988,29.4375,10.1875
1/19/1988,27.9375,9.9688
1/20/1988,27.5,9.625
1/21/1988,27.7188,9.7188
1/22/1988,27.5625,9.9063
1/25/1988,28.3125,10.25
1/26/1988,27.9375,10.0313
1/27/1988,28.2188,9.9375
1/28/1988,28.4375,10.3125
1/29/1988,28.1875,10.5
2/1/1988,27.5,10.25
2/2/1988,27.4375,10.3438
2/3/1988,27.25,10.2813
2/4/1988,27.1875,10.2188
2/5/1988,26.9688,9.9375
2/8/1988,26.9063,10
2/9/1988,27.1875,10.2188
2/10/1988,27.9063,10.3125
2/11/1988,27.7813,10.0938
2/12/1988,28,10.1875
2/15/1988,28,10.1875
2/16/1988,28.375,10.375
2/17/1988,28.1875,10.5625
2/18/1988,28.125,10.5
2/19/1988,28.3438,10.6875
2/22/1988,28.8125,10.875
2/23/1988,28.8438,10.7188
2/24/1988,29,10.5938
2/25/1988,28.5938,10.4063
2/26/1988,28.875,10.3125
2/29/1988,29.4063,10.6563
3/1/1988,29.25,10.6563
3/2/1988,29.3125,10.6563
3/3/1988,29.0938,10.5625
3/4/1988,29.2188,10.5313
3/7/1988,29.3125,10.5
3/8/1988,29.4063,10.625
3/9/1988,29.1563,10.4688
3/10/1988,28.5,10.375
3/11/1988,28.8125,10.5313
3/14/1988,28.9063,10.5625
3/15/1988,28.5,10.6563
3/16/1988,28.8125,10.875
3/17/1988,28.7188,11.0625
3/18/1988,28.5625,11.0313
3/21/1988,28.4375,11.0313
3/22/1988,28.2813,10.875
3/23/1988,27.9063,11.0313
3/24/1988,27.4375,10.6875
3/25/1988,26.75,10.4063
3/28/1988,27,10.6563
3/29/1988,26.5313,10.5938
3/30/1988,26.2188,10.4688
3/31/1988,26.875,10.5
4/1/1988,26.875,10.5
4/4/1988,26.875,10.3125
4/5/1988,26.8438,10.5
4/6/1988,27.375,11
4/7/1988,27.3438,11.125
4/8/1988,28,11.1875
4/11/1988,28.4063,11.1875
4/12/1988,28.3438,11.375
4/13/1988,29.0313,11.375
4/14/1988,27.8438,10.6875
4/15/1988,28.5313,10.9063
4/18/1988,28.5313,10.8438
4/19/1988,28.2813,10.5
4/20/1988,28.1563,10.4375
4/21/1988,28.0938,10.6563
4/22/1988,28.4375,11
4/25/1988,28.5,11.2188
4/26/1988,28.5313,11.1875
4/27/1988,28.4688,11.2188
4/28/1988,28.25,11.25
4/29/1988,28.375,11.2188
5/2/1988,28.5313,11.1563
5/3/1988,28.6563,11.25
5/4/1988,28.3125,11.0313
5/5/1988,27.8125,10.9688
5/6/1988,27.5938,11.0313
5/9/1988,27.5938,11.0938
5/10/1988,27.7188,11.0625
5/11/1988,27.125,10.9063
5/12/1988,27.1563,11
5/13/1988,27.5625,11.25
5/16/1988,27.9375,11.25
5/17/1988,27.5313,11
5/18/1988,27.2188,10.9375
5/19/1988,27.5938,11.0313
5/20/1988,27.3438,11.0313
5/23/1988,27.1563,10.9688
5/24/1988,27.2813,10.9688
5/25/1988,27.125,11
5/26/1988,27.0313,10.9063
5/27/1988,27.0625,10.8438
5/30/1988,27.0625,10.8438
5/31/1988,28.25,11.2188
6/1/1988,28.375,11.2813
6/2/1988,28.1563,11.0625
6/3/1988,28.3438,11.0938
6/6/1988,28.5625,11.0625
6/7/1988,28.4688,11.0625
6/8/1988,29.1563,11.4375
6/9/1988,28.8125,11.3125
6/10/1988,29.0313,11.5
6/13/1988,29.25,11.4688
6/14/1988,29.6563,11.6875
6/15/1988,29.6875,11.6563
6/16/1988,29.2813,11.4375
6/17/1988,29.375,11.7188
6/20/1988,29.2813,11.5625
6/21/1988,30,11.625
6/22/1988,30.75,11.8438
6/23/1988,31.4688,11.6563
6/24/1988,31.3125,11.5938
6/27/1988,31.2813,11.1875
6/28/1988,31.8125,11.5313
6/29/1988,31.75,11.4375
6/30/1988,31.8438,11.3438
7/1/1988,31.6563,11.1563
7/4/1988,31.6563,11.1563
7/5/1988,32.2188,11.4688
7/6/1988,31.75,11.2188
7/7/1988,31.875,11.2188
7/8/1988,31.5938,11.1563
7/11/1988,31.7188,11.2188
7/12/1988,31.2188,11.0938
7/13/1988,31.2813,11.2813
7/14/1988,31.1875,11.4375
7/15/1988,31.4688,11.7188
7/18/1988,31.3438,11.5313
7/19/1988,31,11.4063
7/20/1988,31,11.5313
7/21/1988,30.4375,11.2813
7/22/1988,30.0625,11.125
7/25/1988,30.5938,11.3438
7/26/1988,30.6563,11.4063
7/27/1988,30.2813,11.4063
7/28/1988,30.9375,11.5313
7/29/1988,31.4375,11.8438
8/1/1988,31.5,11.6875
8/2/1988,31.4063,11.7188
8/3/1988,31.4688,11.8438
8/4/1988,31.0313,11.7813
8/5/1988,30.9375,11.7188
8/8/1988,30.8438,11.7188
8/9/1988,30.4063,11.625
8/10/1988,29.7813,11.375
8/11/1988,29.7188,11.4688
8/12/1988,29.5,11.5938
8/15/1988,28.7813,11.375
8/16/1988,28.9063,11.375
8/17/1988,28.6563,11.5313
8/18/1988,28.625,11.4688
8/19/1988,28.125,11.375
8/22/1988,27.6875,11.25
8/23/1988,27.7188,11.3125
8/24/1988,28.125,11.5
8/25/1988,27.9375,11.4375
8/26/1988,28.0625,11.5625
8/29/1988,28.3438,11.6875
8/30/1988,28.1875,11.6563
8/31/1988,27.875,11.5938
9/1/1988,27.5625,11.4688
9/2/1988,28.5,11.7188
9/5/1988,28.5,11.7188
9/6/1988,28.1875,11.6563
9/7/1988,27.9375,11.4688
9/8/1988,28,11.4063
9/9/1988,28.5938,11.2813
9/12/1988,28.375,11.1875
9/13/1988,28.6875,11.2188
9/14/1988,28.6875,11.3125
9/15/1988,28.4375,11.2813
9/16/1988,28.5938,11.4375
9/19/1988,28.1563,11.2188
9/20/1988,28.1875,11.2813
9/21/1988,28.3125,11.25
9/22/1988,28,11.125
9/23/1988,28.2188,11.2188
9/26/1988,28.0625,11.2188
9/27/1988,28.3438,11.0938
9/28/1988,28.375,11.125
9/29/1988,28.8125,11.3125
9/30/1988,28.8438,11.1875
10/3/1988,28.7188,11.0938
10/4/1988,28.625,11
10/5/1988,28.4688,11.0625
10/6/1988,28.5,11.0938
10/7/1988,28.9688,11.4063
10/10/1988,29.0625,11.375
10/11/1988,29.625,11.4063
10/12/1988,29.4063,11.25
10/13/1988,29.6875,11.25
10/14/1988,29.9375,11.2813
10/17/1988,30.2813,11.2813
10/18/1988,31.0625,11.2825
10/19/1988,30.5625,11.1563
10/20/1988,31.2188,11.4063
10/21/1988,31.1563,11.5625
10/24/1988,30.7813,11.3438
10/25/1988,30.7188,11.375
10/26/1988,30.4375,11.3125
10/27/1988,30.0938,11.0938
10/28/1988,30.1875,11.1875
10/31/1988,30.7188,11.1875
11/1/1988,30.9063,11.25
11/2/1988,30.6875,11.3125
11/3/1988,30.5313,11.1563
11/4/1988,30.0625,11.125
11/7/1988,29.7813,10.9688
11/8/1988,30,11.25
11/9/1988,29.9375,11.0313
11/10/1988,29.9688,11.0313
11/11/1988,29.125,10.6875
11/14/1988,29.2813,10.7188
11/15/1988,29.4063,10.7188
11/16/1988,28.75,10.2813
11/17/1988,28.8438,10.375
11/18/1988,28.9375,10.5313
11/21/1988,28.9063,10.5313
11/22/1988,29.25,10.6563
11/23/1988,29.4375,10.5
11/24/1988,29.4375,10.5
11/25/1988,29,10.5
11/28/1988,29.7188,10.6563
11/29/1988,29.8125,10.7188
11/30/1988,29.625,10.8125
12/1/1988,29.5625,10.75
12/2/1988,29.7813,10.5938
12/5/1988,30.2188,10.75
12/6/1988,30.5,11.0938
12/7/1988,30.25,11.0938
12/8/1988,29.875,11.0625
12/9/1988,30.0938,11.1563
12/12/1988,30.125,11.1563
12/13/1988,30.1875,11.4063
12/14/1988,30.1563,11.25
12/15/1988,30.25,11.25
12/16/1988,30.3125,11.375
12/19/1988,30.7188,11.5313
12/20/1988,30.8125,11.375
12/21/1988,30.75,11.3438
12/22/1988,30.6563,11.25
12/23/1988,30.8438,11.25
12/26/1988,30.8438,11.25
12/27/1988,30.7813,11.25
12/28/1988,30.5625,11.2813
12/29/1988,30.8125,11.1875
12/30/1988,30.4375,10.9375
1/2/1989,30.4375,10.9375
1/3/1989,30.25,10.8125
1/4/1989,30.5938,11
1/5/1989,30.5938,11.0938
1/6/1989,30.375,11.125
1/9/1989,30.5,11.0938
1/10/1989,30.2813,11
1/11/1989,30.5625,11.125
1/12/1989,30.7813,11.125
1/13/1989,30.875,11.1563
1/16/1989,31.0625,11.1875
1/17/1989,30.9375,11.1875
1/18/1989,31.2188,11.3125
1/19/1989,31.0625,11.25
1/20/1989,30.9375,11.25
1/23/1989,30.5313,11.1875
1/24/1989,31.0938,11.3125
1/25/1989,30.8125,11.25
1/26/1989,31.4688,11.4063
1/27/1989,31.7188,11.5
1/30/1989,32.1875,11.5
1/31/1989,32.7188,11.5938
2/1/1989,32.4063,11.5
2/2/1989,32.0313,11.5
2/3/1989,31.875,11.4688
2/6/1989,31.625,11.2813
2/7/1989,31.9063,11.5938
2/8/1989,31.7813,11.2813
2/9/1989,31.5938,11.3125
2/10/1989,31.3125,11.0938
2/13/1989,31.5,11.25
2/14/1989,31.2188,11.0625
2/15/1989,31.7188,11.25
2/16/1989,31.5,11.2188
2/17/1989,31.375,11.1875
2/20/1989,31.375,11.1875
2/21/1989,31.375,11.125
2/22/1989,30.8438,10.9688
2/23/1989,30.875,11.0625
2/24/1989,30.2813,10.8438
2/27/1989,30.4063,10.9375
2/28/1989,30.375,10.9688
3/1/1989,29.9688,10.8438
3/2/1989,30.125,11
3/3/1989,30.2188,11.0625
3/6/1989,30.375,11.375
3/7/1989,29.9375,11.2188
3/8/1989,29.9063,11.1875
3/9/1989,29.6563,11.25
3/10/1989,29.5625,11.125
3/13/1989,29.7188,11.25
3/14/1989,29.4375,11.25
3/15/1989,29.25,11.375
3/16/1989,29.5313,11.5313
3/17/1989,28.0938,11.2813
3/20/1989,27.4063,11.125
3/21/1989,27.5313,11.1563
3/22/1989,27.3438,11.2188
3/23/1989,27.375,11.125
3/24/1989,27.375,11.125
3/27/1989,27.5625,11.1563
3/28/1989,27.5,11.0625
3/29/1989,27.4063,10.9063
3/30/1989,27.1875,10.9063
3/31/1989,27.3125,10.9688
4/3/1989,27.125,10.8125
4/4/1989,26.75,10.7813
4/5/1989,26.9375,10.875
4/6/1989,27,10.75
4/7/1989,27.4375,10.6563
4/10/1989,27.4688,10.5
4/11/1989,27.7813,10.4688
4/12/1989,27.75,10.5
4/13/1989,27.2813,10.4688
4/14/1989,27.6875,10.5
4/17/1989,27.8125,10.5313
4/18/1989,28.2188,10.8438
4/19/1989,28.0938,10.875
4/20/1989,28.0625,10.9375
4/21/1989,28.375,11.2188
4/24/1989,28.375,11.1563
4/25/1989,28.625,11
4/26/1989,28.625,10.8125
4/27/1989,28.625,10.8125
4/28/1989,28.5,10.8125
5/1/1989,28.3438,10.7188
5/2/1989,28.3438,10.625
5/3/1989,27.9688,10.625
5/4/1989,27.625,10.625
5/5/1989,27.3125,10.5938
5/8/1989,27.375,10.5938
5/9/1989,27.4063,10.6875
5/10/1989,27.4063,10.5313
5/11/1989,27.2813,10.5313
5/12/1989,27.6875,10.8125
5/15/1989,28.1875,10.75
5/16/1989,27.8125,10.6875
5/17/1989,27.8438,10.7188
5/18/1989,27.9688,10.8125
5/19/1989,27.9375,10.9688
5/22/1989,27.4688,11.0625
5/23/1989,27.4063,10.9063
5/24/1989,27.4063,10.9375
5/25/1989,27.375,10.9063
5/26/1989,27.375,10.9688
5/29/1989,27.375,10.9688
5/30/1989,27.0625,10.75
5/31/1989,27.4063,10.7813
6/1/1989,27.5,10.8125
6/2/1989,27.5313,10.9375
6/5/1989,27.1875,10.875
6/6/1989,27.4063,11
6/7/1989,27.375,11.0625
6/8/1989,27.3125,10.9375
6/9/1989,27.0938,10.9688
6/12/1989,27.2188,11.0625
6/13/1989,27.7188,11.0938
6/14/1989,27.625,11.125
6/15/1989,27.3125,10.9375
6/16/1989,27.375,11.0313
6/19/1989,27.5625,11.125
6/20/1989,27.375,11.1563
6/21/1989,27.4063,11.125
6/22/1989,27.2813,11
6/23/1989,27.7813,11.1563
6/26/1989,27.9688,11.3438
6/27/1989,28.5625,11.4375
6/28/1989,28.4375,11.25
6/29/1989,27.875,11.125
6/30/1989,27.9688,11.0313
7/3/1989,28.0625,11
7/4/1989,28.0625,11
7/5/1989,28,11.0313
7/6/1989,27.9375,11
7/7/1989,28.0313,11.0625
7/10/1989,28.6563,11.0938
7/11/1989,28.4375,11.125
7/12/1989,28.6563,11.25
7/13/1989,28.6875,11.2188
7/14/1989,28.6875,11.4063
7/17/1989,29,11.4063
7/18/1989,28.6875,11.3438
7/19/1989,28.5938,11.5313
7/20/1989,28.2188,11.4688
7/21/1989,28.5938,11.6875
7/24/1989,28.375,11.2813
7/25/1989,28.1875,11.0313
7/26/1989,28.125,11.125
7/27/1989,28.25,11.3125
7/28/1989,28.3438,11.2188
7/31/1989,28.7813,11.4688
8/1/1989,28.6563,11.1875
8/2/1989,28.4688,11.1563
8/3/1989,28.4063,11.1875
8/4/1989,28.9063,11.3438
8/7/1989,29.2813,11.5313
8/8/1989,29.5938,11.375
8/9/1989,29.2813,11.0313
8/10/1989,29.375,11.0625
8/11/1989,28.9063,10.9375
8/14/1989,29.0313,11.0625
8/15/1989,29.0625,11.2813
8/16/1989,28.8125,11.0938
8/17/1989,28.6875,10.9375
8/18/1989,28.7813,10.9688
8/21/1989,28.25,10.8125
8/22/1989,28.4063,10.9063
8/23/1989,28.4688,10.9688
8/24/1989,28.9688,11.125
8/25/1989,29.0313,10.9688
8/28/1989,29.5313,11
8/29/1989,29.0625,10.9688
8/30/1989,29.1875,10.9688
8/31/1989,29.2813,10.9688
9/1/1989,29.3438,11.0313
9/4/1989,29.3438,11.0313
9/5/1989,29.4375,10.9688
9/6/1989,29.1563,10.9688
9/7/1989,29.0313,11.0313
9/8/1989,29,11.125
9/11/1989,29.0625,11.1563
9/12/1989,29.1875,11.2813
9/13/1989,28.8438,11.125
9/14/1989,28.9375,11.125
9/15/1989,28.9375,11.25
9/18/1989,29.0313,11.3125
9/19/1989,29,11.25
9/20/1989,29,11.25
9/21/1989,29.0625,11.25
9/22/1989,29.125,11.3438
9/25/1989,29.0625,11.1875
9/26/1989,29.375,11.125
9/27/1989,27.9063,11.1563
9/28/1989,27.2188,11.1875
9/29/1989,27.2813,11.1875
10/2/1989,27.125,11.2813
10/3/1989,26.4375,11.2813
10/4/1989,27.0313,11.25
10/5/1989,26.875,11.1875
10/6/1989,26.875,11.375
10/9/1989,27.3125,11.4375
10/10/1989,27.0625,11.4375
10/11/1989,26.9375,11.5313
10/12/1989,26.8438,11.5938
10/13/1989,24.9688,11.0625
10/16/1989,25.75,11.3438
10/17/1989,25.5,11.375
10/18/1989,25.4688,11.4063
10/19/1989,26.0313,11.4375
10/20/1989,26.0625,11.5313
10/23/1989,25.9063,11.4375
10/24/1989,25.7188,11.3438
10/25/1989,25.4688,11.4063
10/26/1989,25.125,11.2188
10/27/1989,25,11.4375
10/30/1989,24.8438,11.2813
10/31/1989,25.0938,11.5
11/1/1989,25.0313,11.4375
11/2/1989,24.5,11.5313
11/3/1989,24.5625,11.5
11/6/1989,24.1563,11.5
11/7/1989,24.3125,11.4688
11/8/1989,24.1875,11.4375
11/9/1989,24.2813,11.2813
11/10/1989,24.5625,11.3125
11/13/1989,24.5,11.4375
11/14/1989,24.5,11.4688
11/15/1989,24.4688,11.4688
11/16/1989,24.2813,11.4063
11/17/1989,24.7813,11.5938
11/20/1989,24.6875,11.4688
11/21/1989,24.9063,11.4063
11/22/1989,25.0313,11.5
11/23/1989,25.0313,11.5
11/24/1989,25.0938,11.4688
11/27/1989,24.8438,11.7188
11/28/1989,24.6875,11.9688
11/29/1989,24.4375,11.75
11/30/1989,24.375,11.8125
12/1/1989,24.3125,12.125
12/4/1989,24.8125,12.0313
12/5/1989,24.9063,11.9375
12/6/1989,24.6563,12.0313
12/7/1989,24.4688,12.125
12/8/1989,24.25,12.25
12/11/1989,24.0313,12.4375
12/12/1989,24.2188,12.8125
12/13/1989,23.9375,12.6875
12/14/1989,23.8125,12.4063
12/15/1989,23.7188,12.5313
12/18/1989,23.4063,12.5313
12/19/1989,23.6875,12.5625
12/20/1989,23.6563,12.625
12/21/1989,23.7813,12.7188
12/22/1989,23.875,12.6563
12/25/1989,23.875,12.6563
12/26/1989,23.625,12.5313
12/27/1989,23.7188,12.625
12/28/1989,23.5313,12.5313
12/29/1989,23.5938,12.5313
1/1/1990,23.5938,12.5313
1/2/1990,24.5313,12.5
1/3/1990,24.7188,12.375
1/4/1990,25,12.25
1/5/1990,24.9375,12.2188
1/8/1990,25.125,12.375
1/9/1990,24.875,12.2188
1/10/1990,24.7813,12.1875
1/11/1990,24.9688,12.25
1/12/1990,24.4375,11.9375
1/15/1990,24.5,12.0938
1/16/1990,25.0938,12.0625
1/17/1990,24.7188,11.8125
1/18/1990,24.875,11.9688
1/19/1990,24.6563,12.1875
1/22/1990,24.125,11.7188
1/23/1990,24.4375,11.8125
1/24/1990,24.375,11.75
1/25/1990,23.9688,11.5
1/26/1990,24.2188,11.6875
1/29/1990,24.2813,11.75
1/30/1990,24.3438,11.75
1/31/1990,24.625,11.75
2/1/1990,24.4688,11.75
2/2/1990,24.5625,11.9688
2/5/1990,24.9375,12.0313
2/6/1990,25.25,11.8125
2/7/1990,25.8125,12
2/8/1990,25.6875,12.0313
2/9/1990,25.625,12.0625
2/12/1990,25.3438,11.7813
2/13/1990,25.8125,11.8125
2/14/1990,25.9688,11.7188
2/15/1990,25.9375,12.0938
2/16/1990,25.8438,12
2/19/1990,25.8438,12
2/20/1990,25.75,11.8438
2/21/1990,26.1875,11.875
2/22/1990,25.875,11.7813
2/23/1990,25.6563,11.7813
2/26/1990,26.0313,12.0938
2/27/1990,25.9063,12.0625
2/28/1990,25.9688,11.7813
3/1/1990,25.9375,11.6563
3/2/1990,26.2188,11.6875
3/5/1990,26.2188,11.5625
3/6/1990,26.4063,11.75
3/7/1990,26.4063,11.6563
3/8/1990,26.75,11.6875
3/9/1990,26.625,11.5938
3/12/1990,26.9375,11.625
3/13/1990,26.5938,11.4375
3/14/1990,26.5313,11.625
3/15/1990,26.7813,11.7188
3/16/1990,27.1875,11.9063
3/19/1990,27.2813,11.875
3/20/1990,27,11.6875
3/21/1990,26.8125,11.5625
3/22/1990,26.6563,11.5313
3/23/1990,26.25,11.5625
3/26/1990,26.0313,11.4688
3/27/1990,26.125,11.6563
3/28/1990,26.4688,11.5938
3/29/1990,26.5313,11.5313
3/30/1990,26.5625,11.5625
4/2/1990,26.4688,11.5625
4/3/1990,26.6563,11.8125
4/4/1990,26.625,11.625
4/5/1990,26.5313,11.5625
4/6/1990,26.4688,11.5625
4/9/1990,26.3438,11.5313
4/10/1990,26.4688,11.5
4/11/1990,26.625,11.4063
4/12/1990,26.7813,11.4375
4/13/1990,26.7813,11.4375
4/16/1990,27.6875,11.4063
4/17/1990,27.75,11.4688
4/18/1990,27.4375,11.375
4/19/1990,27.2813,11.5
4/20/1990,27.3438,11.625
4/23/1990,27.3125,11.4375
4/24/1990,27.2188,11.3125
4/25/1990,27.3438,11.3125
4/26/1990,27.1875,11.375
4/27/1990,26.8438,11.25
4/30/1990,27.25,11.3125
5/1/1990,27,11.2813
5/2/1990,27.25,11.4688
5/3/1990,27.3438,11.5938
5/4/1990,27.5938,11.625
5/7/1990,27.5938,11.625
5/8/1990,27.6875,11.4375
5/9/1990,27.8125,11.5313
5/10/1990,28.1563,11.6563
5/11/1990,28.5313,11.9688
5/14/1990,28.5313,12.0313
5/15/1990,28.8438,11.875
5/16/1990,28.9063,11.9688
5/17/1990,29.0313,11.9688
5/18/1990,28.8438,11.9375
5/21/1990,29.2188,11.9688
5/22/1990,29.375,11.9688
5/23/1990,29.6875,11.875
5/24/1990,29.6875,11.7813
5/25/1990,29.0938,11.625
5/28/1990,29.0938,11.625
5/29/1990,29.9375,11.9063
5/30/1990,30.1875,12
5/31/1990,29.9688,12
6/1/1990,29.875,11.9688
6/4/1990,30.0938,12.0625
6/5/1990,30.1875,12.0625
6/6/1990,30.2188,12
6/7/1990,30.125,11.9063
6/8/1990,29.6875,11.75
6/11/1990,29.9375,11.9688
6/12/1990,30.0938,12.2188
6/13/1990,30.3438,12.0313
6/14/1990,30.2188,12.0313
6/15/1990,30.0938,12
6/18/1990,29.6563,11.8438
6/19/1990,29.6875,11.8438
6/20/1990,29.5,11.9688
6/21/1990,29.75,12.125
6/22/1990,29.0625,11.9688
6/25/1990,29.1563,11.8125
6/26/1990,29.2188,11.75
6/27/1990,29.5,12
6/28/1990,29.4063,12.0625
6/29/1990,29.375,11.9688
7/2/1990,29.6875,11.9375
7/3/1990,29.4063,11.875
7/4/1990,29.4063,11.875
7/5/1990,29.3438,11.6875
7/6/1990,29.5,11.9375
7/9/1990,29.75,11.8438
7/10/1990,29.4375,11.6875
7/11/1990,29.75,11.9688
7/12/1990,30.0313,12.3125
7/13/1990,30.25,12.2188
7/16/1990,30.625,12.1875
7/17/1990,30.2188,12.1563
7/18/1990,29.9688,12.125
7/19/1990,30.0313,12.5
7/20/1990,29.4063,12.1563
7/23/1990,28.9688,12
7/24/1990,28.6563,12.5
7/25/1990,28.6875,12.4375
7/26/1990,28.25,12.2188
7/27/1990,27.8438,12.3125
7/30/1990,28.0938,12.6875
7/31/1990,27.9688,12.9688
8/1/1990,27.9063,13
8/2/1990,27.4375,13.3125
8/3/1990,26.9063,13.3438
8/6/1990,25.9063,13.5938
8/7/1990,25.7188,13.3438
8/8/1990,25.7813,12.9375
8/9/1990,25.8125,12.9063
8/10/1990,25.4688,12.875
8/13/1990,25.9688,13.0938
8/14/1990,26.125,13.0625
8/15/1990,26.25,13
8/16/1990,25.9688,12.9375
8/17/1990,25.4063,13.0313
8/20/1990,25.5625,13.2188
8/21/1990,25.0938,12.9688
8/22/1990,24.75,12.8438
8/23/1990,24.2188,12.4063
8/24/1990,25.125,12.2188
8/27/1990,26.0625,12.4063
8/28/1990,25.9375,12.5313
8/29/1990,25.9688,12.4688
8/30/1990,25.4063,12.2188
8/31/1990,25.4688,12.5
9/3/1990,25.4688,12.5
9/4/1990,25.6563,12.5313
9/5/1990,25.5938,12.6875
9/6/1990,25.5938,12.5625
9/7/1990,26.375,12.7188
9/10/1990,26.4688,12.625
9/11/1990,26.875,12.7188
9/12/1990,26.9688,12.8438
9/13/1990,26.25,12.6875
9/14/1990,26.0625,12.8438
9/17/1990,26.2813,12.9063
9/18/1990,26.8125,12.8125
9/19/1990,27.1563,12.8125
9/20/1990,26.9375,12.7813
9/21/1990,26.6875,12.8125
9/24/1990,26.25,12.625
9/25/1990,26.5625,12.625
9/26/1990,26.3438,12.4688
9/27/1990,26.0938,12.4375
9/28/1990,26.7188,12.25
10/1/1990,27.25,12.4063
10/2/1990,27.0625,12.375
10/3/1990,26.8438,12.4063
10/4/1990,26.9688,12.5938
10/5/1990,27.0625,12.4688
10/8/1990,27.375,12.5938
10/9/1990,26.3438,12.4375
10/10/1990,25.875,12.1875
10/11/1990,25.25,12.0313
10/12/1990,25.0625,12.1563
10/15/1990,24.7813,12.3125
10/16/1990,24.8438,12.1875
10/17/1990,25.1875,12.125
10/18/1990,26.2813,12.125
10/19/1990,27.25,12.5313
10/22/1990,26.9375,12.4063
10/23/1990,26.6875,12.0938
10/24/1990,27.1563,12.125
10/25/1990,27.0313,11.9375
10/26/1990,26.6563,11.8125
10/29/1990,26.5,11.9063
10/30/1990,26.5938,12.2188
10/31/1990,26.375,12.2813
11/1/1990,26.8125,12.4375
11/2/1990,27.0938,12.4375
11/5/1990,26.9688,12.25
11/6/1990,26.9688,12.3125
11/7/1990,26.625,12.0625
11/8/1990,26.8438,12.375
11/9/1990,27.5625,12.625
11/12/1990,28.25,12.5625
11/13/1990,28,12.5
11/14/1990,28.375,12.5625
11/15/1990,28.125,12.4688
11/16/1990,28.4375,12.625
11/19/1990,28.7188,12.6563
11/20/1990,28.3125,12.6563
11/21/1990,28.5,12.6875
11/22/1990,28.5,12.6875
11/23/1990,28.1875,12.7813
11/26/1990,28.4688,12.75
11/27/1990,28.375,12.5938
11/28/1990,28.125,12.5938
11/29/1990,28,12.5625
11/30/1990,28.375,12.6875
12/3/1990,28.375,12.6875
12/4/1990,28.6563,12.625
12/5/1990,28.6875,12.5625
12/6/1990,27.8438,12.4063
12/7/1990,28.0625,12.3125
12/10/1990,28.375,12.4688
12/11/1990,28.2188,12.4375
12/12/1990,28.625,12.5625
12/13/1990,28.2188,12.5938
12/14/1990,27.7813,12.6875
12/17/1990,27.875,12.75
12/18/1990,28.2813,12.75
12/19/1990,28.25,12.625
12/20/1990,28.4375,12.5938
12/21/1990,28.4688,12.6875
12/24/1990,28.4688,12.8125
12/25/1990,28.4688,12.8125
12/26/1990,28.375,12.9375
12/27/1990,28.4688,12.8125
12/28/1990,28.3438,12.9063
12/31/1990,28.25,12.9375
1/1/1991,28.25,12.9375
1/2/1991,28.125,12.6875
1/3/1991,28.0938,12.75
1/4/1991,28.0313,12.875
1/7/1991,27.5625,12.7188
1/8/1991,27.2188,12.6875
1/9/1991,26.7188,12.5
1/10/1991,27.0625,12.5625
1/11/1991,27.0625,12.5
1/14/1991,26.6563,12.5
1/15/1991,26.875,12.4688
1/16/1991,27.25,12.4375
1/17/1991,28.9688,12.6875
1/18/1991,29.4688,12.9688
1/21/1991,29.9063,12.7813
1/22/1991,29.4688,12.7188
1/23/1991,29.8125,13
1/24/1991,30.25,13.0313
1/25/1991,30.6563,13.1563
1/28/1991,31.0938,13.125
1/29/1991,31.1563,13
1/30/1991,31.75,12.9375
1/31/1991,31.7188,12.8125
2/1/1991,31.7188,12.625
2/4/1991,31.875,12.8125
2/5/1991,32.125,12.6563
2/6/1991,32.5,13.2188
2/7/1991,32.125,13.4688
2/8/1991,32.4063,13.2813
2/11/1991,33.0625,13.6563
2/12/1991,33.2188,13.375
2/13/1991,33.6875,13.7188
2/14/1991,33.7813,13.4375
2/15/1991,34.375,13.3438
2/18/1991,34.375,13.3438
2/19/1991,34.8438,13.375
2/20/1991,34.5,13.4375
2/21/1991,33.875,13.4688
2/22/1991,33.25,13.4688
2/25/1991,33.4375,13.4688
2/26/1991,32.4375,13.4375
2/27/1991,32.7188,13.9688
