HISTORICAL DATA FOR NYSE COMPOSITE INDEX (SYMBOL NYA) ,,,
DATE,CLOSING PRICE,TOTAL RETURN,MARKET CAP
4/7/1989,1765.07,N/A,N/A
4/10/1989,1764.65,N/A,N/A
4/11/1989,1771.95,N/A,N/A
4/12/1989,1771.52,N/A,N/A
4/13/1989,1760.95,N/A,N/A
4/14/1989,1785.8,N/A,N/A
4/17/1989,1787.49,N/A,N/A
4/18/1989,1809.48,N/A,N/A
4/19/1989,1815.51,N/A,N/A
4/20/1989,1811.28,N/A,N/A
4/21/1989,1828.2,N/A,N/A
4/24/1989,1823.86,N/A,N/A
4/25/1989,1814.45,N/A,N/A
4/26/1989,1816.04,N/A,N/A
4/27/1989,1829.89,N/A,N/A
4/28/1989,1830.63,N/A,N/A
5/1/1989,1827.35,N/A,N/A
5/2/1989,1822.59,N/A,N/A
5/3/1989,1822.38,N/A,N/A
5/4/1989,1820.9,N/A,N/A
5/5/1989,1820.16,N/A,N/A
5/8/1989,1810.86,N/A,N/A
5/9/1989,1805.99,N/A,N/A
5/10/1989,1809.48,N/A,N/A
5/11/1989,1815.62,N/A,N/A
5/12/1989,1851.78,N/A,N/A
5/15/1989,1863.62,N/A,N/A
5/16/1989,1860.13,N/A,N/A
5/17/1989,1871.34,N/A,N/A
5/18/1989,1874.62,N/A,N/A
5/19/1989,1891.85,N/A,N/A
5/22/1989,1896.4,N/A,N/A
5/23/1989,1878,N/A,N/A
5/24/1989,1881.81,N/A,N/A
5/25/1989,1882.65,N/A,N/A
5/26/1989,1895.98,N/A,N/A
5/30/1989,1883.29,N/A,N/A
5/31/1989,1891.11,N/A,N/A
6/1/1989,1899.36,N/A,N/A
6/2/1989,1919.03,N/A,N/A
6/5/1989,1902.11,N/A,N/A
6/6/1989,1913.11,N/A,N/A
6/7/1989,1928.01,N/A,N/A
6/8/1989,1928.54,N/A,N/A
6/9/1989,1928.33,N/A,N/A
6/12/1989,1925.69,N/A,N/A
6/13/1989,1913.21,N/A,N/A
6/14/1989,1912.05,N/A,N/A
6/15/1989,1892.38,N/A,N/A
6/16/1989,1898.94,N/A,N/A
6/19/1989,1901.05,N/A,N/A
6/20/1989,1897.88,N/A,N/A
6/21/1989,1894.6,N/A,N/A
6/22/1989,1903.8,N/A,N/A
6/23/1989,1933.51,N/A,N/A
6/26/1989,1926.53,N/A,N/A
6/27/1989,1936.9,N/A,N/A
6/28/1989,1923.04,N/A,N/A
6/29/1989,1890.05,N/A,N/A
6/30/1989,1881.07,N/A,N/A
7/3/1989,1887.52,N/A,N/A
7/5/1989,1895.34,N/A,N/A
7/6/1989,1892.91,N/A,N/A
7/7/1989,1919.77,N/A,N/A
7/10/1989,1931.82,N/A,N/A
7/11/1989,1941.55,N/A,N/A
7/12/1989,1947.15,N/A,N/A
7/13/1989,1948.84,N/A,N/A
7/14/1989,1956.77,N/A,N/A
7/17/1989,1960.05,N/A,N/A
7/18/1989,1955.19,N/A,N/A
7/19/1989,1978.34,N/A,N/A
7/20/1989,1967.88,N/A,N/A
7/21/1989,1978.87,N/A,N/A
7/24/1989,1967.03,N/A,N/A
7/25/1989,1967.77,N/A,N/A
7/26/1989,1989.34,N/A,N/A
7/27/1989,2011.34,N/A,N/A
7/28/1989,2013.03,N/A,N/A
7/31/1989,2034.49,N/A,N/A
8/1/1989,2023.6,N/A,N/A
8/2/1989,2027.83,N/A,N/A
8/3/1989,2031.11,N/A,N/A
8/4/1989,2026.35,N/A,N/A
8/7/1989,2053.31,N/A,N/A
8/8/1989,2053.74,N/A,N/A
8/9/1989,2042.84,N/A,N/A
8/10/1989,2050.99,N/A,N/A
8/11/1989,2033.01,N/A,N/A
8/14/1989,2023.49,N/A,N/A
8/15/1989,2031,N/A,N/A
8/16/1989,2036.92,N/A,N/A
8/17/1989,2029.63,N/A,N/A
8/18/1989,2036.92,N/A,N/A
8/21/1989,2008.69,N/A,N/A
8/22/1989,2010.17,N/A,N/A
8/23/1989,2028.46,N/A,N/A
8/24/1989,2064.94,N/A,N/A
8/25/1989,2059.66,N/A,N/A
8/28/1989,2066.64,N/A,N/A
8/29/1989,2056.27,N/A,N/A
8/30/1989,2060.93,N/A,N/A
8/31/1989,2064.73,N/A,N/A
9/1/1989,2076.36,N/A,N/A
9/5/1989,2070.76,N/A,N/A
9/6/1989,2053.21,N/A,N/A
9/7/1989,2048.98,N/A,N/A
9/8/1989,2050.78,N/A,N/A
9/11/1989,2043.9,N/A,N/A
9/12/1989,2043.8,N/A,N/A
9/13/1989,2033.22,N/A,N/A
9/14/1989,2019.05,N/A,N/A
9/15/1989,2025.82,N/A,N/A
9/18/1989,2034.7,N/A,N/A
9/19/1989,2035.02,N/A,N/A
9/20/1989,2034.91,N/A,N/A
9/21/1989,2031.85,N/A,N/A
9/22/1989,2037.88,N/A,N/A
9/25/1989,2022.54,N/A,N/A
9/26/1989,2024.55,N/A,N/A
9/27/1989,2028.25,N/A,N/A
9/28/1989,2046.55,N/A,N/A
9/29/1989,2050.99,N/A,N/A
10/2/1989,2060.82,N/A,N/A
10/3/1989,2081.33,N/A,N/A
10/4/1989,2093.39,N/A,N/A
10/5/1989,2094.13,N/A,N/A
10/6/1989,2103.54,N/A,N/A
10/9/1989,2107.77,N/A,N/A
10/10/1989,2104.17,N/A,N/A
10/11/1989,2091.59,N/A,N/A
10/12/1989,2082.81,N/A,N/A
10/13/1989,1962.06,N/A,N/A
10/16/1989,2006.47,N/A,N/A
10/17/1989,1997.27,N/A,N/A
10/18/1989,2001.82,N/A,N/A
10/19/1989,2031.95,N/A,N/A
10/20/1989,2031.43,N/A,N/A
10/23/1989,2018.53,N/A,N/A
10/24/1989,2009.54,N/A,N/A
10/25/1989,2003.93,N/A,N/A
10/26/1989,1979.61,N/A,N/A
10/27/1989,1962.48,N/A,N/A
10/30/1989,1962.38,N/A,N/A
10/31/1989,1990.4,N/A,N/A
11/1/1989,1996.74,N/A,N/A
11/2/1989,1984.05,N/A,N/A
11/3/1989,1980.25,N/A,N/A
11/6/1989,1953.71,N/A,N/A
11/7/1989,1963.96,N/A,N/A
11/8/1989,1982.36,N/A,N/A
11/9/1989,1964.07,N/A,N/A
11/10/1989,1986.8,N/A,N/A
11/13/1989,1990.19,N/A,N/A
11/14/1989,1982.68,N/A,N/A
11/15/1989,1995.9,N/A,N/A
11/16/1989,1995.79,N/A,N/A
11/17/1989,2001.4,N/A,N/A
11/20/1989,1988.18,N/A,N/A
11/21/1989,1988.39,N/A,N/A
11/22/1989,2000.66,N/A,N/A
11/24/1989,2012.08,N/A,N/A
11/27/1989,2020.96,N/A,N/A
11/28/1989,2023.18,N/A,N/A
11/29/1989,2011.65,N/A,N/A
11/30/1989,2022.75,N/A,N/A
12/1/1989,2047.71,N/A,N/A
12/4/1989,2052.04,N/A,N/A
12/5/1989,2042.74,N/A,N/A
12/6/1989,2038.83,N/A,N/A
12/7/1989,2034.17,N/A,N/A
12/8/1989,2039.88,N/A,N/A
12/11/1989,2038.93,N/A,N/A
12/12/1989,2055.96,N/A,N/A
12/13/1989,2061.98,N/A,N/A
12/14/1989,2040.84,N/A,N/A
12/15/1989,2045.49,N/A,N/A
12/18/1989,2010.81,N/A,N/A
12/19/1989,2002.66,N/A,N/A
12/20/1989,2004.14,N/A,N/A
12/21/1989,2014.3,N/A,N/A
12/22/1989,2029.63,N/A,N/A
12/26/1989,2027.2,N/A,N/A
12/27/1989,2037.45,N/A,N/A
12/28/1989,2046.97,N/A,N/A
12/29/1989,2062.3,N/A,N/A
1/2/1990,2093.6,N/A,N/A
1/3/1990,2091.48,N/A,N/A
1/4/1990,2075.52,N/A,N/A
1/5/1990,2058.07,N/A,N/A
1/8/1990,2065.37,N/A,N/A
1/9/1990,2044.43,N/A,N/A
1/10/1990,2031.43,N/A,N/A
1/11/1990,2038.4,N/A,N/A
1/12/1990,1991.24,N/A,N/A
1/15/1990,1974.22,N/A,N/A
1/16/1990,1991.77,N/A,N/A
1/17/1990,1975.81,N/A,N/A
1/18/1990,1978.03,N/A,N/A
1/19/1990,1983.21,N/A,N/A
1/22/1990,1937.11,N/A,N/A
1/23/1990,1941.34,N/A,N/A
1/24/1990,1931.19,N/A,N/A
1/25/1990,1909.72,N/A,N/A
1/26/1990,1905.49,N/A,N/A
1/29/1990,1900.42,N/A,N/A
1/30/1990,1886.67,N/A,N/A
1/31/1990,1919.13,N/A,N/A
2/1/1990,1919.34,N/A,N/A
2/2/1990,1932.35,N/A,N/A
2/5/1990,1938.69,N/A,N/A
2/6/1990,1927.91,N/A,N/A
2/7/1990,1948.84,N/A,N/A
2/8/1990,1946.52,N/A,N/A
2/9/1990,1949.69,N/A,N/A
2/12/1990,1930.23,N/A,N/A
2/13/1990,1933.41,N/A,N/A
2/14/1990,1937.21,N/A,N/A
2/15/1990,1952.97,N/A,N/A
2/16/1990,1942.92,N/A,N/A
2/20/1990,1917.76,N/A,N/A
2/21/1990,1914.59,N/A,N/A
2/22/1990,1906.23,N/A,N/A
2/23/1990,1896.4,N/A,N/A
2/26/1990,1916.59,N/A,N/A
2/27/1990,1926.11,N/A,N/A
2/28/1990,1935.73,N/A,N/A
3/1/1990,1940.49,N/A,N/A
3/2/1990,1955.82,N/A,N/A
3/5/1990,1947.15,N/A,N/A
3/6/1990,1968.51,N/A,N/A
3/7/1990,1964.28,N/A,N/A
3/8/1990,1980.99,N/A,N/A
3/9/1990,1968.62,N/A,N/A
3/12/1990,1972.11,N/A,N/A
3/13/1990,1958.78,N/A,N/A
3/14/1990,1963.33,N/A,N/A
3/15/1990,1968.83,N/A,N/A
3/16/1990,1987.02,N/A,N/A
3/19/1990,1994.84,N/A,N/A
3/20/1990,1984.79,N/A,N/A
3/21/1990,1975.38,N/A,N/A
3/22/1990,1952.97,N/A,N/A
3/23/1990,1960.9,N/A,N/A
3/26/1990,1962.48,N/A,N/A
3/27/1990,1981.52,N/A,N/A
3/28/1990,1985.43,N/A,N/A
3/29/1990,1979.09,N/A,N/A
3/30/1990,1975.7,N/A,N/A
4/2/1990,1967.56,N/A,N/A
4/3/1990,1993.68,N/A,N/A
4/4/1990,1980.57,N/A,N/A
4/5/1990,1978.87,N/A,N/A
4/6/1990,1974.96,N/A,N/A
4/9/1990,1980.99,N/A,N/A
4/10/1990,1983.95,N/A,N/A
4/11/1990,1983.31,N/A,N/A
4/12/1990,1996.32,N/A,N/A
4/16/1990,1997.8,N/A,N/A
4/17/1990,1997.48,N/A,N/A
4/18/1990,1976.55,N/A,N/A
4/19/1990,1962.17,N/A,N/A
4/20/1990,1946.2,N/A,N/A
4/23/1990,1923.68,N/A,N/A
4/24/1990,1919.24,N/A,N/A
4/25/1990,1927.59,N/A,N/A
4/26/1990,1931.4,N/A,N/A
4/27/1990,1911.1,N/A,N/A
4/30/1990,1919.03,N/A,N/A
5/1/1990,1926.75,N/A,N/A
5/2/1990,1938.59,N/A,N/A
5/3/1990,1945.25,N/A,N/A
5/4/1990,1960.16,N/A,N/A
5/7/1990,1971.47,N/A,N/A
5/8/1990,1978.45,N/A,N/A
5/9/1990,1982.47,N/A,N/A
5/10/1990,1989.34,N/A,N/A
5/11/1990,2032.69,N/A,N/A
5/14/1990,2047.6,N/A,N/A
5/15/1990,2044.01,N/A,N/A
5/16/1990,2042.21,N/A,N/A
5/17/1990,2045.91,N/A,N/A
5/18/1990,2046.55,N/A,N/A
5/21/1990,2064.84,N/A,N/A
5/22/1990,2068.01,N/A,N/A
5/23/1990,2070.87,N/A,N/A
5/24/1990,2066.85,N/A,N/A
5/25/1990,2048.24,N/A,N/A
5/29/1990,2078.48,N/A,N/A
5/30/1990,2080.38,N/A,N/A
5/31/1990,2082.39,N/A,N/A
6/1/1990,2093.92,N/A,N/A
6/4/1990,2116.97,N/A,N/A
6/5/1990,2114.01,N/A,N/A
6/6/1990,2105.76,N/A,N/A
6/7/1990,2095.82,N/A,N/A
6/8/1990,2072.98,N/A,N/A
6/11/1990,2087.47,N/A,N/A
6/12/1990,2111.15,N/A,N/A
6/13/1990,2104.17,N/A,N/A
6/14/1990,2093.39,N/A,N/A
6/15/1990,2092.12,N/A,N/A
6/18/1990,2061.14,N/A,N/A
6/19/1990,2068.33,N/A,N/A
6/20/1990,2070.76,N/A,N/A
6/21/1990,2077.63,N/A,N/A
6/22/1990,2053.84,N/A,N/A
6/25/1990,2036.5,N/A,N/A
6/26/1990,2035.13,N/A,N/A
6/27/1990,2049.93,N/A,N/A
6/28/1990,2063.78,N/A,N/A
6/29/1990,2066.95,N/A,N/A
7/2/1990,2074.78,N/A,N/A
7/3/1990,2078.9,N/A,N/A
7/5/1990,2056.06,N/A,N/A
7/6/1990,2070.12,N/A,N/A
7/9/1990,2074.88,N/A,N/A
7/10/1990,2059.34,N/A,N/A
7/11/1990,2084.19,N/A,N/A
7/12/1990,2107.56,N/A,N/A
7/13/1990,2118.24,N/A,N/A
7/16/1990,2126.69,N/A,N/A
7/17/1990,2119.93,N/A,N/A
7/18/1990,2112.95,N/A,N/A
7/19/1990,2108.19,N/A,N/A
7/20/1990,2089.9,N/A,N/A
7/23/1990,2053.63,N/A,N/A
7/24/1990,2056.06,N/A,N/A
7/25/1990,2062.93,N/A,N/A
7/26/1990,2057.12,N/A,N/A
7/27/1990,2044.11,N/A,N/A
7/30/1990,2053.21,N/A,N/A
7/31/1990,2057.65,N/A,N/A
8/1/1990,2055.32,N/A,N/A
8/2/1990,2033.96,N/A,N/A
8/3/1990,1996.53,N/A,N/A
8/6/1990,1938.38,N/A,N/A
8/7/1990,1939.75,N/A,N/A
8/8/1990,1960.37,N/A,N/A
8/9/1990,1969.25,N/A,N/A
8/10/1990,1947.15,N/A,N/A
8/13/1990,1962.8,N/A,N/A
8/14/1990,1967.77,N/A,N/A
8/15/1990,1972.42,N/A,N/A
8/16/1990,1932.14,N/A,N/A
8/17/1990,1905.28,N/A,N/A
8/20/1990,1907.71,N/A,N/A
8/21/1990,1870.92,N/A,N/A
8/22/1990,1842.16,N/A,N/A
8/23/1990,1785.69,N/A,N/A
8/24/1990,1808.64,N/A,N/A
8/27/1990,1862.88,N/A,N/A
8/28/1990,1863.73,N/A,N/A
8/29/1990,1879.8,N/A,N/A
8/30/1990,1852.83,N/A,N/A
8/31/1990,1871.23,N/A,N/A
9/4/1990,1872.92,N/A,N/A
9/5/1990,1881.38,N/A,N/A
9/6/1990,1861.61,N/A,N/A
9/7/1990,1876.94,N/A,N/A
9/10/1990,1868.38,N/A,N/A
9/11/1990,1865.1,N/A,N/A
9/12/1990,1872.5,N/A,N/A
9/13/1990,1852.09,N/A,N/A
9/14/1990,1841.42,N/A,N/A
9/17/1990,1846.38,N/A,N/A
9/18/1990,1849.13,N/A,N/A
9/19/1990,1838.88,N/A,N/A
9/20/1990,1810.43,N/A,N/A
9/21/1990,1808.43,N/A,N/A
9/24/1990,1771.21,N/A,N/A
9/25/1990,1789.08,N/A,N/A
9/26/1990,1771.31,N/A,N/A
9/27/1990,1748.47,N/A,N/A
9/28/1990,1774.8,N/A,N/A
10/1/1990,1821.01,N/A,N/A
10/2/1990,1824.92,N/A,N/A
10/3/1990,1805.99,N/A,N/A
10/4/1990,1811.6,N/A,N/A
10/5/1990,1804.94,N/A,N/A
10/8/1990,1814.98,N/A,N/A
10/9/1990,1770.15,N/A,N/A
10/10/1990,1744.35,N/A,N/A
10/11/1990,1715.06,N/A,N/A
10/12/1990,1738.53,N/A,N/A
10/15/1990,1753.55,N/A,N/A
10/16/1990,1730.29,N/A,N/A
10/17/1990,1729.76,N/A,N/A
10/18/1990,1766.34,N/A,N/A
10/19/1990,1801.76,N/A,N/A
10/22/1990,1813.61,N/A,N/A
10/23/1990,1802.82,N/A,N/A
10/24/1990,1803.88,N/A,N/A
10/25/1990,1792.35,N/A,N/A
10/26/1990,1762.75,N/A,N/A
10/29/1990,1747.2,N/A,N/A
10/30/1990,1756.09,N/A,N/A
10/31/1990,1757.04,N/A,N/A
11/1/1990,1772.05,N/A,N/A
11/2/1990,1798.27,N/A,N/A
11/5/1990,1813.29,N/A,N/A
11/6/1990,1799.75,N/A,N/A
11/7/1990,1770.78,N/A,N/A
11/8/1990,1777.87,N/A,N/A
11/9/1990,1809.91,N/A,N/A
11/12/1990,1840.57,N/A,N/A
11/13/1990,1832.53,N/A,N/A
11/14/1990,1847.02,N/A,N/A
11/15/1990,1830.52,N/A,N/A
11/16/1990,1832.43,N/A,N/A
11/19/1990,1843.42,N/A,N/A
11/20/1990,1823.76,N/A,N/A
11/21/1990,1826.4,N/A,N/A
11/23/1990,1822.81,N/A,N/A
11/26/1990,1828.83,N/A,N/A
11/27/1990,1838.45,N/A,N/A
11/28/1990,1838.88,N/A,N/A
11/29/1990,1830.74,N/A,N/A
11/30/1990,1861.61,N/A,N/A
12/3/1990,1872.29,N/A,N/A
12/4/1990,1884.13,N/A,N/A
12/5/1990,1904.43,N/A,N/A
12/6/1990,1900.21,N/A,N/A
12/7/1990,1893.44,N/A,N/A
12/10/1990,1898.83,N/A,N/A
12/11/1990,1886.57,N/A,N/A
12/12/1990,1905.91,N/A,N/A
12/13/1990,1903.91,N/A,N/A
12/14/1990,1889.63,N/A,N/A
12/17/1990,1884.45,N/A,N/A
12/18/1990,1905.28,N/A,N/A
12/19/1990,1906.97,N/A,N/A
12/20/1990,1906.66,N/A,N/A
12/21/1990,1912.47,N/A,N/A
12/24/1990,1903.38,N/A,N/A
12/26/1990,1909.62,N/A,N/A
12/27/1990,1897.77,N/A,N/A
12/28/1990,1899.57,N/A,N/A
12/31/1990,1908.45,N/A,N/A
1/2/1991,1888.68,N/A,N/A
1/3/1991,1865.31,N/A,N/A
1/4/1991,1860.45,N/A,N/A
1/7/1991,1830,N/A,N/A
1/8/1991,1825.13,N/A,N/A
1/9/1991,1807.79,N/A,N/A
1/10/1991,1823.23,N/A,N/A
1/11/1991,1826.93,N/A,N/A
1/14/1991,1810.33,N/A,N/A
1/15/1991,1815.51,N/A,N/A
1/16/1991,1829.26,N/A,N/A
1/17/1991,1892.49,N/A,N/A
1/18/1991,1912.47,N/A,N/A
1/21/1991,1907.29,N/A,N/A
1/22/1991,1894.81,N/A,N/A
1/23/1991,1904.96,N/A,N/A
1/24/1991,1931.19,N/A,N/A
1/25/1991,1939.01,N/A,N/A
1/28/1991,1939.96,N/A,N/A
1/29/1991,1938.9,N/A,N/A
1/30/1991,1966.93,N/A,N/A
1/31/1991,1983.53,N/A,N/A
2/1/1991,1981.52,N/A,N/A
2/4/1991,2011.97,N/A,N/A
2/5/1991,2028.99,N/A,N/A
2/6/1991,2065.9,N/A,N/A
2/7/1991,2059.13,N/A,N/A
2/8/1991,2073.51,N/A,N/A
2/11/1991,2123.73,N/A,N/A
2/12/1991,2108.72,N/A,N/A
2/13/1991,2127.22,N/A,N/A
2/14/1991,2103.33,N/A,N/A
2/15/1991,2128.39,N/A,N/A
2/19/1991,2129.55,N/A,N/A
2/20/1991,2106.92,N/A,N/A
2/21/1991,2107.03,N/A,N/A
2/22/1991,2111.05,N/A,N/A
2/25/1991,2120.03,N/A,N/A
2/26/1991,2095.92,N/A,N/A
2/27/1991,2122.57,N/A,N/A
2/28/1991,2122.15,N/A,N/A
3/1/1991,2140.02,N/A,N/A
3/4/1991,2136.74,N/A,N/A
3/5/1991,2175.44,N/A,N/A
3/6/1991,2173.22,N/A,N/A
3/7/1991,2171.42,N/A,N/A
3/8/1991,2167.09,N/A,N/A
3/11/1991,2157.46,N/A,N/A
3/12/1991,2141.07,N/A,N/A
3/13/1991,2163.39,N/A,N/A
3/14/1991,2160,N/A,N/A
3/15/1991,2157.89,N/A,N/A
3/18/1991,2149.75,N/A,N/A
3/19/1991,2121.72,N/A,N/A
3/20/1991,2128.6,N/A,N/A
3/21/1991,2123.1,N/A,N/A
3/22/1991,2126.69,N/A,N/A
3/25/1991,2140.02,N/A,N/A
3/26/1991,2173.43,N/A,N/A
3/27/1991,2171,N/A,N/A
3/28/1991,2170.79,N/A,N/A
4/1/1991,2150.8,N/A,N/A
4/2/1991,2193.2,N/A,N/A
4/3/1991,2192.99,N/A,N/A
4/4/1991,2196.48,N/A,N/A
4/5/1991,2174.59,N/A,N/A
4/8/1991,2190.56,N/A,N/A
4/9/1991,2164.87,N/A,N/A
4/10/1991,2161.48,N/A,N/A
4/11/1991,2184.96,N/A,N/A
4/12/1991,2200.18,N/A,N/A
4/15/1991,2205.57,N/A,N/A
4/16/1991,2238.56,N/A,N/A
4/17/1991,2254.43,N/A,N/A
4/18/1991,2244.38,N/A,N/A
4/19/1991,2222.92,N/A,N/A
4/22/1991,2203.46,N/A,N/A
4/23/1991,2206.53,N/A,N/A
4/24/1991,2211.71,N/A,N/A
4/25/1991,2194.05,N/A,N/A
4/26/1991,2191.62,N/A,N/A
4/29/1991,2163.6,N/A,N/A
4/30/1991,2171.53,N/A,N/A
5/1/1991,2199.65,N/A,N/A
5/2/1991,2202.09,N/A,N/A
5/3/1991,2203.57,N/A,N/A
5/6/1991,2199.23,N/A,N/A
5/7/1991,2185.06,N/A,N/A
5/8/1991,2190.14,N/A,N/A
5/9/1991,2214.99,N/A,N/A
5/10/1991,2176.81,N/A,N/A
5/13/1991,2181.15,N/A,N/A
5/14/1991,2153.55,N/A,N/A
5/15/1991,2136.95,N/A,N/A
5/16/1991,2157.46,N/A,N/A
5/17/1991,2158.63,N/A,N/A
5/20/1991,2157.78,N/A,N/A
5/21/1991,2173.96,N/A,N/A
5/22/1991,2177.55,N/A,N/A
5/23/1991,2172.37,N/A,N/A
5/24/1991,2185.17,N/A,N/A
5/28/1991,2208.54,N/A,N/A
5/29/1991,2214.03,N/A,N/A
5/30/1991,2236.34,N/A,N/A
5/31/1991,2252.1,N/A,N/A
6/3/1991,2243.53,N/A,N/A
6/4/1991,2242.16,N/A,N/A
6/5/1991,2229.79,N/A,N/A
6/6/1991,2223.02,N/A,N/A
6/7/1991,2201.34,N/A,N/A
6/10/1991,2196.59,N/A,N/A
6/11/1991,2208.11,N/A,N/A
6/12/1991,2184.32,N/A,N/A
6/13/1991,2189.61,N/A,N/A
6/14/1991,2213.5,N/A,N/A
6/17/1991,2203.35,N/A,N/A
6/18/1991,2195.42,N/A,N/A
6/19/1991,2175.86,N/A,N/A
6/20/1991,2176.81,N/A,N/A
6/21/1991,2187.39,N/A,N/A
6/24/1991,2151.75,N/A,N/A
6/25/1991,2148.69,N/A,N/A
6/26/1991,2152.18,N/A,N/A
6/27/1991,2166.98,N/A,N/A
6/28/1991,2151.44,N/A,N/A
7/1/1991,2185.27,N/A,N/A
7/2/1991,2183.69,N/A,N/A
7/3/1991,2162.01,N/A,N/A
7/5/1991,2166.77,N/A,N/A
7/8/1991,2185.91,N/A,N/A
7/9/1991,2177.98,N/A,N/A
7/10/1991,2176.81,N/A,N/A
7/11/1991,2183.9,N/A,N/A
7/12/1991,2201.03,N/A,N/A
7/15/1991,2214.03,N/A,N/A
7/16/1991,2211.18,N/A,N/A
7/17/1991,2210.86,N/A,N/A
7/18/1991,2232.01,N/A,N/A
7/19/1991,2227.14,N/A,N/A
7/22/1991,2219.95,N/A,N/A
7/23/1991,2201.66,N/A,N/A
7/24/1991,2196.06,N/A,N/A
7/25/1991,2207.58,N/A,N/A
7/26/1991,2207.58,N/A,N/A
7/29/1991,2218.9,N/A,N/A
7/30/1991,2237.82,N/A,N/A
7/31/1991,2245.23,N/A,N/A
8/1/1991,2241.31,N/A,N/A
8/2/1991,2241.95,N/A,N/A
8/5/1991,2230.95,N/A,N/A
8/6/1991,2259.71,N/A,N/A
8/7/1991,2260.13,N/A,N/A
8/8/1991,2254.64,N/A,N/A
8/9/1991,2243.43,N/A,N/A
8/12/1991,2247.23,N/A,N/A
8/13/1991,2256.01,N/A,N/A
8/14/1991,2258.87,N/A,N/A
8/15/1991,2256.22,N/A,N/A
8/16/1991,2237.61,N/A,N/A
8/19/1991,2187.07,N/A,N/A
8/20/1991,2202.19,N/A,N/A
8/21/1991,2261.62,N/A,N/A
8/22/1991,2266.37,N/A,N/A
8/23/1991,2281.28,N/A,N/A
8/26/1991,2279.8,N/A,N/A
8/27/1991,2276.1,N/A,N/A
8/28/1991,2296.3,N/A,N/A
8/29/1991,2295.77,N/A,N/A
8/30/1991,2291.22,N/A,N/A
9/3/1991,2274.73,N/A,N/A
9/4/1991,2262.25,N/A,N/A
9/5/1991,2257.17,N/A,N/A
9/6/1991,2257.6,N/A,N/A
9/9/1991,2253.68,N/A,N/A
9/10/1991,2231.06,N/A,N/A
9/11/1991,2233.28,N/A,N/A
9/12/1991,2246.07,N/A,N/A
9/13/1991,2226.62,N/A,N/A
9/16/1991,2237.93,N/A,N/A
9/17/1991,2236.77,N/A,N/A
9/18/1991,2244.06,N/A,N/A
9/19/1991,2249.46,N/A,N/A
9/20/1991,2251.99,N/A,N/A
9/23/1991,2241.84,N/A,N/A
9/24/1991,2251.15,N/A,N/A
9/25/1991,2247.23,N/A,N/A
9/26/1991,2246.28,N/A,N/A
9/27/1991,2243.85,N/A,N/A
9/30/1991,2255.8,N/A,N/A
10/1/1991,2262.88,N/A,N/A
10/2/1991,2258.55,N/A,N/A
10/3/1991,2238.78,N/A,N/A
10/4/1991,2222.81,N/A,N/A
10/7/1991,2211.6,N/A,N/A
10/8/1991,2218.26,N/A,N/A
10/9/1991,2198.81,N/A,N/A
10/10/1991,2215.73,N/A,N/A
10/11/1991,2221.22,N/A,N/A
10/14/1991,2247.66,N/A,N/A
10/15/1991,2272.29,N/A,N/A
10/16/1991,2284.45,N/A,N/A
10/17/1991,2281.81,N/A,N/A
10/18/1991,2285.51,N/A,N/A
10/21/1991,2272.08,N/A,N/A
10/22/1991,2261.4,N/A,N/A
10/23/1991,2260.77,N/A,N/A
10/24/1991,2245.01,N/A,N/A
10/25/1991,2239.73,N/A,N/A
10/28/1991,2267.43,N/A,N/A
10/29/1991,2279.48,N/A,N/A
10/30/1991,2289,N/A,N/A
10/31/1991,2289.64,N/A,N/A
11/1/1991,2284.03,N/A,N/A
11/4/1991,2277.9,N/A,N/A
11/5/1991,2269.97,N/A,N/A
11/6/1991,2276.52,N/A,N/A
11/7/1991,2295.98,N/A,N/A
11/8/1991,2292.6,N/A,N/A
11/11/1991,2295.24,N/A,N/A
11/12/1991,2315.65,N/A,N/A
11/13/1991,2319.56,N/A,N/A
11/14/1991,2317.97,N/A,N/A
11/15/1991,2240.78,N/A,N/A
11/18/1991,2252.52,N/A,N/A
11/19/1991,2219.53,N/A,N/A
11/20/1991,2214.46,N/A,N/A
11/21/1991,2222.7,N/A,N/A
11/22/1991,2201.03,N/A,N/A
11/25/1991,2194.79,N/A,N/A
11/26/1991,2207.48,N/A,N/A
11/27/1991,2201.66,N/A,N/A
11/29/1991,2196.69,N/A,N/A
12/2/1991,2227.36,N/A,N/A
12/3/1991,2226.3,N/A,N/A
12/4/1991,2221.86,N/A,N/A
12/5/1991,2209.49,N/A,N/A
12/6/1991,2217.73,N/A,N/A
12/9/1991,2212.13,N/A,N/A
12/10/1991,2208.43,N/A,N/A
12/11/1991,2204.94,N/A,N/A
12/12/1991,2225.14,N/A,N/A
12/13/1991,2240.57,N/A,N/A
12/16/1991,2242.48,N/A,N/A
12/17/1991,2233.28,N/A,N/A
12/18/1991,2235.71,N/A,N/A
12/19/1991,2230.11,N/A,N/A
12/20/1991,2253.58,N/A,N/A
12/23/1991,2306.45,N/A,N/A
12/24/1991,2322.52,N/A,N/A
12/26/1991,2353.82,N/A,N/A
12/27/1991,2365.87,N/A,N/A
12/30/1991,2413.14,N/A,N/A
12/31/1991,2426.04,N/A,N/A
1/2/1992,2423.18,N/A,N/A
1/3/1992,2435.66,N/A,N/A
1/6/1992,2430.37,N/A,N/A
1/7/1992,2428.68,N/A,N/A
